audio_file,duration_s,timestamp,S_authority,S_trust,S_clarity,S_fluency,S_warmth,A_f0_mean,A_loudness_db,A_speaking_rate_wps,A_pause_mean_s,A_pause_in_target_ratio,A_int_var_std_db,A_final_f0_drop_st,A_final_loud_drop_db,B_f0_std,B_jitter,B_shimmer,B_pause_ratio,B_spectral_centroid,B_spectral_rolloff,B_noise_floor_db,B_clarity,B_pause_long_ratio,B_pause_micro_ratio,B_filler_like_ratio,B_pause_cv,S_cadence
1.m4a,34.176,2025-10-09T08:26:43,0.07268981890332814,0.4546248091461675,0.6409658598010678,0.5660950675538274,0.4871131481043573,201.6327514561382,-20.70265059055742,4.0,0.1645614035087719,0.03983596953603293,7.920965194702148,2.26159126585613,7.120758056640625,63.61329387557398,0.03885357932953539,0.12943623960018158,0.2747510251823448,1433.6986232868228,2911.1139555295495,-47.849172182122366,0.8360974985371563,0.15172817808577246,0.09958992384008232,0.0,1.3379560648549005,
1.m4a,34.176,2025-10-14T04:50:49,0.07268981890332814,0.4546248091461675,0.6409658598010678,0.5660950675538274,0.4871131481043573,201.6327514561382,-20.70265059055742,4.0,0.1645614035087719,0.03983596953603293,7.920965194702148,2.26159126585613,7.120758056640625,63.61329387557398,0.03885357932953539,0.12943623960018158,0.2747510251823448,1433.6986232868228,2911.1139555295495,-47.849172182122366,0.8360974985371563,0.15172817808577246,0.09958992384008232,0.0,1.3379560648549005,
1.m4a,34.176,2025-10-14T10:33:09,0.07268981890332814,0.4546248091461675,0.6409658598010678,0.5660950675538274,0.4871131481043573,201.6327514561382,-20.70265059055742,4.0,0.1645614035087719,0.03983596953603293,7.920965194702148,2.26159126585613,7.120758056640625,63.61329387557398,0.03885357932953539,0.12943623960018158,0.2747510251823448,1433.6986232868228,2911.1139555295495,-47.849172182122366,0.8360974985371563,0.15172817808577246,0.09958992384008232,0.0,1.3379560648549005,
Obama.wav,20.0,2025-10-14T10:38:04,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-10-14T10:42:48,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-10-14T10:55:19,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-10-14T10:56:53,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-10-14T10:59:52,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
1.m4a,34.176,2025-10-14T22:56:52,0.07268981890332814,0.4546248091461675,0.6409658598010678,0.5660950675538274,0.4871131481043573,201.6327514561382,-20.70265059055742,4.0,0.1645614035087719,0.03983596953603293,7.920965194702148,2.26159126585613,7.120758056640625,63.61329387557398,0.03885357932953539,0.12943623960018158,0.2747510251823448,1433.6986232868228,2911.1139555295495,-47.849172182122366,0.8360974985371563,0.15172817808577246,0.09958992384008232,0.0,1.3379560648549005,
1.m4a,34.176,2025-10-20T04:36:14,0.07268981890332814,0.4546248091461675,0.6409658598010678,0.5660950675538274,0.4871131481043573,201.6327514561382,-20.70265059055742,4.0,0.1645614035087719,0.03983596953603293,7.920965194702148,2.26159126585613,7.120758056640625,63.61329387557398,0.03885357932953539,0.12943623960018158,0.2747510251823448,1433.6986232868228,2911.1139555295495,-47.849172182122366,0.8360974985371563,0.15172817808577246,0.09958992384008232,0.0,1.3379560648549005,
1.m4a,34.176,2025-10-22T04:14:44,0.07268981890332814,0.4546248091461675,0.6409658598010678,0.5660950675538274,0.4871131481043573,201.6327514561382,-20.70265059055742,4.0,0.1645614035087719,0.03983596953603293,7.920965194702148,2.26159126585613,7.120758056640625,63.61329387557398,0.03885357932953539,0.12943623960018158,0.2747510251823448,1433.6986232868228,2911.1139555295495,-47.849172182122366,0.8360974985371563,0.15172817808577246,0.09958992384008232,0.0,1.3379560648549005,
Obama.wav,20.0,2025-10-27T04:44:15,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-10-27T04:50:04,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-10-27T04:54:07,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-11-03T19:16:12,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-11-03T19:42:06,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-11-03T19:43:10,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-11-03T19:48:35,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-11-03T19:59:31,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-11-03T20:23:54,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,
Obama.wav,20.0,2025-11-03T20:31:44,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.9961045310485922
Obama.wav,20.0,2025-11-03T20:36:31,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.8295190549354298
Obama.wav,20.0,2025-11-10T20:04:26,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.8295190549354298
Obama.wav,20.0,2025-11-10T20:11:15,0.5694500841859337,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.8773039244032825
Obama.wav,20.0,2025-11-10T20:15:40,0.5835699525097796,0.7292046431851376,0.647429451921514,0.5621603797759681,0.48052688941706256,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.8773039244032825
Obama.wav,20.0,2025-11-10T20:26:42,0.5862606290138053,0.877276989824797,0.7491278788712934,0.6878522206819953,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.9627911557874359
Obama.wav,20.0,2025-11-10T20:28:06,0.5862606290138053,0.877276989824797,0.7491278788712934,0.6878522206819953,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.9627911557874359
Obama.wav,20.0,2025-11-10T20:38:43,0.5862606290138053,0.877276989824797,0.7491278788712934,0.6878522206819953,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.9627911557874359
Obama.wav,20.0,2025-11-10T20:48:23,0.5862606290138053,0.877276989824797,0.7491278788712934,0.6878522206819953,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.9627911557874359
Obama.wav,20.0,2025-11-10T20:50:27,0.5862606290138053,0.877276989824797,0.7491278788712934,0.6878522206819953,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.9627911557874359
Obama.wav,20.0,2025-11-10T20:55:55,0.5862606290138053,0.877276989824797,0.7491278788712934,0.6878522206819953,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.9627911557874359
Obama.wav,20.0,2025-11-19T05:47:20,0.5862606290138053,0.877276989824797,0.7491278788712934,0.6878522206819953,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.9627911557874359
Obama.wav,20.0,2025-11-21T02:41:08,0.5862606290138053,0.877276989824797,0.7491278788712934,0.6878522206819953,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.9627911557874359
Obama.wav,20.0,2025-11-21T04:05:09,0.5862606290138053,0.877276989824797,0.7491278788712934,0.6878522206819953,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.9627911557874359
Obama.wav,20.0,2025-11-21T22:16:50,0.17082255638984478,0.7252626435772864,0.7491278788712934,0.6371984662462827,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.3686590131302602
Obama.wav,20.0,2025-11-22T03:26:24,0.17082255638984478,0.7252626435772864,0.7491278788712934,0.6371984662462827,0.4494873171271513,214.70278178013112,-21.67603192048025,4.0,0.3173333333333333,0.048048048045643235,8.628135681152344,-10.517879387191135,0.5095233917236328,97.38398516112457,0.028567699746824483,0.11777648329734802,0.23823823822631437,1468.112601258783,2768.1225024975024,-43.259579672388085,0.838676948051948,0.2062062061958856,0.02002002001901802,0.0,1.4545706315061475,0.3686590131302602
